0,19,73
1,137,71
2,19,69
3,141,68
4,20,67
5,139,67
6,20,66
7,141,66
8,21,63
9,142,63
10,21,62
11,143,62
12,21,61
13,142,62
14,21,61
15,495,61
16,475,64
